Date,City,State or      Country,Cat,,,BB,"NC flag",LC,Description
520823,Akron,OH,1,,,1956,,,pulsing amber light fly straight and level
520824 (http://www.nicap.org/520824hermanas_dir.htm),Hermanas,NM,11,A,5,1961,NC,,two 6 ft silver balls in abreast formation
520824,Tucson,AZ,1,,,1964,,,"a large round, metallic, white light with a vague lower surface"
520824,Leveland,TX,1,,,1969,,,"object shaped like a spinning top, changing color"
520825,Frontenac-Pittsburg,KS,1,,,1972,,,70-75 ft inverted platter-shaped dull aluminum color
520825,Delaware,OH,1,,,1915,,,(NARA; FUFOR Index)
520825,Holloman AFB,NM,1,,,1979,NC,,"round silver object fly S, turn and fly N"
520826,Lathrop Wells,NV,1,,,1986,,,"V-shaped contrail, a dark cone in the center"
520826,Biloxi,MS,1,,,1987,,,(NARA)
520826-30,Veracruz,Mexico,1,,,1994,,,object traveling in straight line out to sea with buzzing noise
520827 (http://www.nicap.org/520827pittsburg_dir.htm),Pittsburg,KS,2,T,5,,,,"Object reported hovering over open field; bluish lights seen through ports; swiftascent when observed"
520828 (http://www.nicap.org/520828brookleydir.htm),"Brookley AFB, Mobile",AL,1,,,2006,,,multiple red stationary and maneuvering objects
520828 (http://www.nicap.org/520828brookleydir.htm),"Brookley AFB, Mobile",AL,9,R,5,2006,,,multiple red stationary and maneuvering objects
520828,LeRoy,NY,1,,,,,,"Disc circled airliner verttically. [UFOE, II]"
520828,Atlanta,GA,1,,,,,,"Police watched maneuvering UFO. [UFOE, VII]"
520829,Villacoublay,France,1,,,,,,"Unidentified bright blue light observed through theodolite; once appeared asluminous white bar edged with black. [UFOE, X]"
520829,Colorado Springs,CO,1,,,2013,,,"3 objects 50 ft in diameter, 10 ft high, aluminum"
520829 (http://www.nicap.org/520829thule_dir.htm),Thule (West of),Greenland,11,A,5,BBU,,,Three Objects Shake Up Air Crew
520830,Santa Monica,CA,1,,,BBU,,,horizontal bar-shaped objects appearing and disappearing
52Fall,NY to Puerto Rico,In Airspace,1,,,,,,"Three Pan American Airways pilots watched UFO hover, speed away. [UFOE, V].Zammett/Harris/Hutchins (AL)"
5209XX (http://www.nicap.org/5209XXalbuquerque_dir.htm),Albuquerque,NM,9,R,5,,,,F-86 Shooting Incident / 700 MPH Target
520901,Atlanta,GA,1,,,BBU,,,"light, similar to the evening star, move up and down"
520901,Marietta,GA,1,,,2022,,,"red, white, and blue-green object which spun and shot off sparks"
520901,Marietta,GA,1,,,BBU,,,2 large white disc-shaped objects with green vapor trails
520901 (http://www.nicap.org/520901yaak_dir.htm),Yaak,MT,9,R,5,2023,,,Radar/Visual At Air Force Radar Site (BBU 2023)
520902 (http://www.nicap.org/520902tokyo_dir.htm),Tokyo,Japan,9,R,5,BBU,,,(McDonald list) GCI Has Radar Targets At Two Sites
520902 (http://www.nicap.org/520902chicago_dir.htm),Chicago,IL,9,R,5,2025,,,Midway Airport 40 targets flying in miscellaneous directions
520903,Tucson,AZ,1,,,BBU,,,"shiny, dark ellipse make three broad, curving sweeps"
520906,Lake Charles AFB,LA,1,,,2045,,,bright star-like light move about the sky
520907 (http://www.nicap.org/tucson520907dir.htm),Tucson,AZ,1,,,2048,,,"orange teardrop-shaped object whirl on its vertical axis,"
520907,San Antonio,TX,1,,,2049,,,"orange object or light (color temperature 2,000° F.)"
520907,San Antonio,TX,1,,,2052,,,(NARA)
520909,Portland,OR,1,,,,,,"Two oval objects observed in searchlight beam. [UFOE, XII]"
520909,Rabat,Fr. Morocco,1,,,2062,,,disc with lights along part of its circumference (Berliner)
520912,Allen,MD,1,,,2077,,,a white light with red trim and streamers fly NE
520913,Allentown,PA,1,,,2085,,,a white light with red trim and streamers fly NE
520914,Santa Barbara,CA,1,,,2086,,,"blue white light travel straight and level, then fly up"
520914 (http://www.nicap.org/mainbrace.htm),Operation Mainbrace,At Sea,11,,,2087,NC,,North Sea area/military exercise Ruppelt's version
520914,White Lake,SD,1,,,2089,,,"red, cigar-shaped object, with three puffs behind it"
520914,El Paso,TX,1,,,2092,,,(NARA)
520914,Olmsted AFB,PA,11,,,2093,,,blue light fly very fast on a collision course with airliner
520914-15,Ciudad Jaurez,Mexico,1,,,BBU,,,6 groups of 12-15 luminous spheres or discs
520916 (http://www.nicap.org/520916portlanddir.htm),Portland,ME,9,R,5,2099,,,RV: Navy Patrol Plane Crew / Five UFOs Picked Up On Radar
520916,Belle Glade,FL,1,,,,,,"Circular object with row of lights on underside passed low overhead; cattle bolted.[UFOE, XII]"
520916,Warner Robins AFB,GA,11,,,2100,,,white lights fly abreast at 100 mph
520917,Tucson,AZ,1,,,2105,,,"2 groups of 3 large, flat, shiny objects"
520919 (http://www.nicap.org/mainbrace.htm),Operation Mainbrace,At Sea,8,,,BBU,,,"September 19, 1952; Operation Mainbrace color photos  (Denmark & Norway)"
520919 (http://www.nicap.org/mainbrace.htm),Operation Mainbrace,At Sea,11,,,BBU,,,"September 19, 1952; Operation Mainbrace color photos  (Denmark & Norway)"
520919 (http://www.nicap.org/520919topcliffe_dir.htm),Yorkshire (Topcliffe RAF Station),UK,11,A,5,BBU,,,Swaying Silver Object Follows Jet
520921 (http://www.nicap.org/520921northsea_dir.htm),North Sea (Operation Mainbrace),At Sea,11,A,5,BBU,,,Six RAF Jets Approached By Shiny Sphere
520922,Fairfax County,VA,1,,,,,,"Police observed 3-4 UFOs maneuvering erratically. [UFOE, VII]"
520923,Gander Lake,CAN,1,,,2119,,,"bright white light, which reflected on the lake"
520924,Charleston,WV,1,,,2124,,,"bright metallic particles or flashes, up to 3 ft in length"
520924,Guantanamo Bay,Cuba,11,,,BBU,,,TBM-18 chased an orange light with greenish tail
520926 (http://www.nicap.org/520926azores_dir.htm),Azores Islands (400 miles NNW of),At Sea,11,A,5,2126,,,Air Crews Observe Green Lights
520927,Hempstead,TX,1,,,BBU,,,white-silver circular flat disc flying erratically at 600-700 mph
520927,Inyokern,CA,1,,,2128,,,"2 couples using a 5x telescope saw a large, round object"
520928,Tsushima Island,Japan,1,,,BBU,,,"(35°11’ N, 136°45’ E). (McDonald list)"
520928 (http://www.nicap.org/520928goosebay_dir.htm),"Goose Bay AFB, Labrador",CAN,9,R,5,BBU,,,Object Similar to Aircraft Tracked on GCA Radar
520929,"Rochester, England",UK,1,,,2136,,,2 flat objects hovering then speeding away
520929,Aurora,CO,1,,,BBU,,,"5-6 circular objects, bright white but not shiny"
520930,Denver,CO,1,,,2138,,,[Same as Sept. 29 Aurora case?] (NARA)
520930,Edwards AFB,CA,1,,,,,,"Aviation photographer, others, observed two discs alternately hovering and dartingaround. [UFOE, VI]"
520929,Southern Pines,NC,1,,,2140,,,green ellipse. with a long tail
521001,Shaw AFB,SC,1,,,2142,,,"bright white light fly straight, then vertical"
521001,Pascagoula,MS,1,,,2143,,,"heard a loud blast and saw a round, milky-white object"
521007,Alamogordo,NM,1,,,2150,NC,,"pale blue oval, with its long axis vertical, fly straight and level"
521010,Otis AFB,MA,1,,,2155,,,blinking white light move like a pendulum then shoot straight up
521011,Newport News,VA,1,,,,,,"Ground Observer Corps spotter saw disc-shaped UFO with ""dome"". [UFOE, XII]"
521012,Palo Alto,CA,1,,,,,,"V-formation of six apparent discs. [UFOE, V]"
521013,Oshima,Japan,1,,,,,,"Air Force pilot and engineer saw round object in cloud formation; object becameelliptical in appearance, sped away disappearing in seconds. [UFOE, III]"
521015 (http://www.nicap.org/521015ashiya_dir.htm),Ashiya,Japan,9,R,5,BBU,,,As Many As Five Targets Observed (McDonald list)
521017,Taos,NM,1,,,2171,NC,,round bright blue light move from N to NE at an elevation of 45°
521017,Killeen,TX,1,,,2172,,,"rectangle of 10 lights, move more or less straight and level"
521017,Tierra Amarilla AFS,NM,1,,,2173,NC,,"whites streamer move at an estimated 3,000 mph in an arc"
521019 (http://www.nicap.org/521019pacific_dir.htm),Hawaii (500 miles S of),At Sea,11,A,5,2175,,,Transport Crew Encounters 100' Light
521019,San Antonio,TX,1,,,2177,,,"3 circular aluminum objects, one olive-drab colored on the side"
521019 (http://www.nicap.org/521019momence_dir.htm),Momence,IL,11,A,5,,,,CAP Pilot Sees Silver Ball At 1000'
521021 (http://www.nicap.org/521021gloucestershiredir.htm),Nr. Gloucestershire,England,9,R,5,,,,RAF Meteor VII Encounters Object Tracked by Ground Radar
521021,Knoxville,TN,1,,,2179,,,"6 white lights fly in a loose formation, make a shallow dive"
521024,Elberton,AL,1,,,2184,,,"object, shaped like a plate, with a brilliant front and vague trail"
521027,Gaillac,France,1,,,,,,"Hundreds of citizens saw 16 UFOs in formation surrounding a cigar-shaped object.""Angel's hair"" fell. [UFOE, VIII]"
521029,Erding Air Depot,West Germany,1,,,2196,,,"round object, silhouetted against a cloud"
521029 (http://www.nicap.org/521029hempstead_dir.htm),"Hempstead, Long Island",NY,11,A,5,BBU,,,Two F-94's Encounter Controlled Object
521029,Richmond (near),VA,11,,,,,,"Oct 29, 1952; near Richmond, Virginia, Rivas Case (AL)"
521031 (http://www.nicap.org/fayetteville521031dir.htm),Fayetteville,GA,2,,,2200,,,"orange blimp-shaped object, 80 ft long 20 ft wide"
521031 (http://www.nicap.org/fayetteville521031dir.htm),Fayetteville,GA,3,,,2200,,,"orange blimp-shaped object, 80 ft long 20 ft wide"
521103,Laredo AFB,TX,1,,,2202,,,"a long, elliptical, white-grey light fly very fast"
521104,Columbia (Congaree AFB),SC,1,,,BBU,,,(McDonald list)
521104,West Hokkaido,Japan,1,,,BBU,,,(FUFOR Index)
521104 (http://www.nicap.org/521104caribou_dir.htm),Caribou,ME,11,A,5,BBU,,,T-6 Crew Observes Unidentified White Light
521104,Vineland,NJ,1,,,2206,,,2 groups of 2-3 whirling discs of light fly toward the the SE
521108 (http://www.nicap.org/521108amarilla_dir.htm),Tierra Amarilla AFS,NM,9,R,5,BBU,NC,,(McDonald list; FUFOR Index) FPS-3 Tracks Maneuvering Object
521112,Los Alamos,NM,1,,,2219,NC,,4 red-white-green lights fly slowly over prohibited area
521113 (http://www.nicap.org/521113ophiem_dir.htm),Opheim,MT,9,R,5,2220,,,"tracked an unidentified target on FPS-3 radar at 158,000 ft"
521113,Glasgow,MT,1,,,2220,,,5 oval- shaped objects with lights
521115 (http://www.nicap.org/521115pyongyang_dir.htm),Pyongyang (near),North Korea,11,A,5,BBU,,,Sphere Circles Below T-6
521115,Wichita,TX,11,,,BBU,,,"B-47 crew and passengers saw an elliptical blue-white object with orange or redtail, moving erratically"
521115,Wichita,KS,11,,,2224,,,elliptical blue-white object with orange or red tail
521116,Landrum (near),SC,1,,,,,,"Hundreds of people saw a huge disc, watched through binoculars by air-trafficcontroller. (UFOE)"
521120 (http://www.nicap.org/521120saltonsea_dir.htm),Salton Sea,CA,11,A,2,BBU,,,B-50 Pilot Spots Object Changing Colors
521121 (http://www.nicap.org/521121carribbean_dir.htm),Carribean Sea,At Sea,11,A,5,,,,Bright Red Object Paces Aircraft (Photo ?)
521124,Annandale,VA,1,,,2246,,,"round, glowing object fly very fast, make right angle turns"
521125,White Sands,NM,1,,,BBU,NC,,(McDonald list)
521125 (http://www.nicap.org/521125pcanal_dir.htm),Panama Canal,Panama,9,R,5,,,,Two Objects Tracked By A/A Gun Radar
521126,"Goose Bay AFB, Labrador",CAN,11,,,BBU,,,F-94 chased maneuverable disc that changed color from white to red
521127,Albuquerque,NV,1,,,2249,,,series of 20 ft black smoke bursts similar to antiaircraft fire
521130,Washington National Airport,D.C.,9,,5,2253,,,"Radar trackings similar to those of July 26, 1952"
521204,Colorado Springs,CO,1,,,BBU,,,(McDonald)
521204 (http://www.nicap.org/521204congaree_dir.htm),Congaree AFB,SC,9,R,5,,,,"Object Tracked By AN/MPS-5 At 6,000 MPH"
521204 (http://www.nicap.org/521204laredo_dir.htm),Laredo (8 miles SW of),TX,11,A,5,BBU,,,blue white object almost crashes into fighter (M)
521205,Lackland AFB,TX,11,,,BBU,,,pilot saw blue light maneuver in a counterclockwise orbit
521206,Angoon,AK,1,,,BBU,,,2 shiny spheres connected by a solid rod heading S
521206 (http://www.nicap.org/521206gulf_dir.htm),"Gulf  of Mexico (89 miles S ofLouisiana)",At Sea,9,R,5,BBU,,,tracked on radar 4 high speed targets
521206 (http://www.nicap.org/521206gulf_dir.htm),"Gulf  of Mexico (89 miles S ofLouisiana)",At Sea,11,,,BBU,,,"More than six separate unknowns, seen on the B-29 radarscopes (M)"
521208,Chicago,IL,11,,,,,,Thorpe/Plowe (M)
521208,Ladd AFB,AK,1,,,2266,,,"white, oval light which changed to red at higher altitude"
521209,Madison,WI,1,,,2267,,,"4 bright lights, in diamond formation"
521210 (http://www.nicap.org/521210pope_dir.htm),Pope AFB,SC,9,R,5,BBU,,,(McDonald list) Four Radars Paint Bright Circular Object
521210,Hungnam,Korea,11,,,BBU,,,USN pilot flying aircraft in near-collision with orange fireball
521210 (http://www.nicap.org/521210odessa_dir.htm),Odessa,WA,9,R,5,BBU,,,F-94 R/V With Round Object
521210 (http://www.nicap.org/neardir.htm),Hanford AEC Plant,WA,9,,5,BBU,NC,,"Object appeared large, round and white with reddish light"
521210 (http://www.nicap.org/neardir.htm),Hanford AEC Plant,WA,11,,,BBU,NC,,"Near Hanford Plant, Washington, DC, (M)"
521214,Charlottesville,VA,1,,,BBU,,,light orange elliptical shaped object
521215 (http://www.nicap.org/521215goose_dir.htm),"Goose Bay AFB, Labrador",CAN,9,R,4,BBU,,,"F-94 pilot chased disc - changed from bright red to white, A,V"
521215 (http://www.nicap.org/521215honshu_dir.htm),Honshu,Japan,9,R,5,BBU,,,(McDonald list) Large Blip on AN/TPS Radar At 1320 MPH
521215,Greensboro,NC,1,,,BBU,,,"bright circular or spherical silvery object, losing and gaining altitude"
521217 (http://www.nicap.org/sandiego521217dir.htm),San Diego,CA,1,,,BBU,,,"two or more objects described as cigar or disc shaped that emanated bright light insmooth flight"
521218 (http://www.nicap.org/521218itazuke_dir.htm),Itazuke AFB,Japan,9,R,5,,,,Five Plots on AN/MPS-5
521218,Oakridge,TN,9,,5,,NC,,"Oak ridge, TN, RV"
521219 (http://www.nicap.org/521219andersonafb_dir.htm),Anderson AFB,Guam,11,A,5,BBU,,,B-17 Crew Encounters Cylinder Reported By Ground Crew
521222,Moses Lake (Larson AFB),WA,1,,,BBU,,,hat-shaped glowing object rising vertically in odd spurts right and left
521224,Camp Carson,CO,1,,,BBU,,,(McDonald list)
521224 (http://www.nicap.org/521224dallas_dir.htm),Dallas (near),TX,9,R,5,,,,Intelligent Behavior / Object Tracked by Two Radars
521227 (http://www.nicap.org/521227borger_dir.htm),Borger,TX,11,A,5,BBU,NC,,Pilot Reports* Object Seen Six Minutes Later From Ground
521228,Marysville,CA,1,,,2302,,,Civilian witness(es).  (NARA)
521229 (http://www.nicap.org/521229misawa_dir.htm),Chitose AFB,Japan,9,,5,BBU,,,object emitting 3 beams of light and tracked on airborne radar
521229 (http://www.nicap.org/521229misawa_dir.htm),Chitose AFB,Japan,11,,,BBU,,,object emitting 3 beams of light and tracked on airborne radar
521229,Amarillo (About 35 miles W of),TX,1,,,BBU,,,extremely large and intense bright round bluish-white light
521229 (http://www.nicap.org/521229misawa_dir.htm),"Chitose AFB, Misawa",Japan,9,R,5,BBU,,,"USAF crews of B-26 (Ashley and Wood) and F-84G (Col. Donald J.M. Blakeslee)saw object emitting 3 beams of light and tracked on airborne radar."
521229 (http://www.nicap.org/521229misawa_dir.htm),Chitose AFB,Japan,11,,,BBU,,,object emitting 3 beams of light and tracked on airborne radar
521230,"Terrigal, New South Wales",AU,1,,,BBU,,,extremely brilliant carbon-arc bright object
521231 (http://www.nicap.org/521231puertorico_dir.htm),Ramey AFB (NE of),Puerto Rico,11,A,5,BBU,,,Red-Orange Ball Passes RB-36
52WINT (http://www.nicap.org/52WINT_goosedir.htm),"Goose Bay AFB, Labrador",CAN,9,R,5,,,,Blips Cause Scramble of F-94s
530000 (http://www.nicap.org/53XXXXunknown_dir.htm),Location: Confidential,unknown,11,A,5,,,,A3-D's Approach Rocket-Shaped UFO
530000 (http://www.nicap.org/530000salisburyplaindir.htm),Salisbury Plain,UK,9,R,5,,,,"Daytime. This incident, witnessed by none other than George Townsend Withers"
530000,Yaak,MT,9,,5,,,,"Summer of 1953; Yaak, Montana, G,V"
530000,Anaco,Venezuela,11,,,,,,"Avensa Airlines pilot reported round gray object paced plane. [UFOE, X]"
530000 (http://www.nicap.org/musk5307XXdir.htm),Muskogee,OK,8,,,,,,"The “flying cup” photo. Blue Book listed as hoax, which it probably was."
530101,Mobile,AL,1,,,BBU,,,bluish-white object 1-2 ft size with a short exhaust trail in rapid level flight
530101,Craig,MT,1,,,2315,,,"silver, saucer-shaped object with a red glowing bottom"
530106 (http://nicap.org/dallas530106dir.htm),Dallas (near),TX,9,,5,BBU,,,(McDonald list; FUFOR Index)
530106 (http://www.nicap.org/530106duncanville_dir.htm),Duncanville,TX,9,R,5,,,,Strange lighted object seen by CAA tower operator and others.
530108,Moses Lake (Larson AFB),WA,1,,,2323,,,green disc shaped or round object fly SW
530109 (http://www.nicap.org/530109misawa_dir.htm),Misawa AFB,Japan,9,R,5,BBU,,,(McDonald list) F-94 Radar/Visual of Rotating UFO
530109,Unknown Location in Japan,Japan,9,,5,,,,"Japan, A,V"
530109 (http://www.nicap.org/530109santa_ana_dir.htm),Santa Ana,CA,11,A,5,,,,B-29 Bomber Crew Watch V-Formation
530110 (http://www.nicap.org/530110sonoma_dir.htm),Sonoma,CA,1,D,5,2326,,,"Flat Object At 2,400 MPR"
530117,Guatemala City (near),Guatemala,1,,,2337,,,"brilliant green-gold object, shaped like the Goodyear blimp"
530122 (http://www.bluebookarchive.org/page.aspx?PageCode=NARA-PBB85-812),Harmon AFB,Newfoundland,1,,,,,,"An unidentified flying object described as red, white and blue and oval-shaped,was observed visually from the weather station, control tower, base operationsoffice, and a nearby AC&W site"
